unnamed:_0,invoice_id,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
23,24,Foot Locker,1185732,2/5/2020,Northeast,New York,New York,Women's Apparel,50.0,950.0,475000.0,118750.0,25.0,Outlet
24,25,Foot Locker,1185732,2/6/2020,Northeast,New York,New York,Men's Street Footwear,60.0,0.0,732000.0,366000.0,50.0,Outlet
25,26,Foot Locker,1185732,2/7/2020,Northeast,New York,New York,Men's Athletic Footwear,55.0,925.0,508750.0,152625.0,30.0,Outlet
26,27,Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,50.0,900.0,450000.0,157500.0,35.0,Outlet
27,28,Foot Locker,1185732,2/9/2020,Northeast,New York,New York,Women's Athletic Footwear,50.0,850.0,425000.0,148750.0,35.0,Outlet
28,29,Foot Locker,1185732,2/10/2020,Northeast,New York,New York,Men's Apparel,60.0,875.0,525000.0,157500.0,30.0,Outlet
29,30,Foot Locker,1185732,3/3/2020,Northeast,New York,New York,Women's Apparel,65.0,0.0,650000.0,162500.0,25.0,Outlet
30,31,Foot Locker,1185732,3/4/2020,Northeast,New York,New York,Men's Street Footwear,60.0,0.0,750000.0,375000.0,50.0,Outlet
31,32,Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,55.0,0.0,550000.0,165000.0,30.0,Outlet
32,33,Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,50.0,925.0,462500.0,161875.0,35.0,Outlet
33,34,Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,50.0,900.0,450000.0,157500.0,35.0,Outlet
34,35,Foot Locker,1185732,3/8/2020,Northeast,New York,New York,Men's Apparel,60.0,900.0,540000.0,162000.0,30.0,Outlet
35,36,Foot Locker,1185732,3/9/2020,Northeast,New York,New York,Women's Apparel,65.0,0.0,682500.0,170625.0,25.0,Outlet
36,37,Foot Locker,1185732,3/10/2020,Northeast,New York,New York,Men's Street Footwear,60.0,0.0,765000.0,382500.0,50.0,Outlet
37,38,Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,55.0,0.0,563750.0,169125.0,30.0,Outlet
38,39,Foot Locker,1185732,3/12/2020,Northeast,New York,New York,Women's Street Footwear,50.0,950.0,475000.0,166250.0,35.0,Outlet
39,40,Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,50.0,900.0,450000.0,157500.0,35.0,Outlet
40,41,Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,60.0,925.0,555000.0,166500.0,30.0,Outlet
41,42,Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's Apparel,65.0,0.0,715000.0,178750.0,25.0,Outlet
42,43,Foot Locker,1185732,3/16/2020,Northeast,New York,New York,Men's Street Footwear,60.0,0.0,750000.0,375000.0,50.0,Outlet
43,44,Foot Locker,1185732,3/17/2020,Northeast,New York,New York,Men's Athletic Footwear,55.0,0.0,563750.0,169125.0,30.0,Outlet
44,45,Foot Locker,1185732,3/18/2020,Northeast,New York,New York,Women's Street Footwear,50.0,950.0,475000.0,166250.0,35.0,Outlet
45,46,Foot Locker,1185732,3/31/2020,Northeast,New York,New York,Women's Athletic Footwear,50.0,925.0,462500.0,161875.0,35.0,Outlet
46,47,Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,60.0,900.0,540000.0,162000.0,30.0,Outlet
47,48,Walmart,1185732,4/18/2020,Northeast,New York,New York,Women's Apparel,65.0,0.0,698750.0,174688.0,25.0,Outlet
48,49,Walmart,1185732,4/19/2020,Northeast,New York,New York,Men's Street Footwear,60.0,0.0,720000.0,360000.0,50.0,Outlet
49,50,Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,55.0,0.0,550000.0,165000.0,30.0,Outlet
50,51,Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,50.0,925.0,462500.0,161875.0,35.0,Outlet
51,52,Walmart,1185732,4/22/2020,Northeast,New York,New York,Women's Athletic Footwear,50.0,900.0,450000.0,157500.0,35.0,Outlet
52,53,Walmart,1185732,4/23/2020,Northeast,New York,New York,Men's Apparel,60.0,900.0,540000.0,162000.0,30.0,Outlet
53,54,Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,65.0,0.0,650000.0,162500.0,25.0,Outlet
54,55,Walmart,1185732,4/25/2020,Northeast,New York,New York,Men's Apparel,65.0,875.0,568750.0,170625.0,30.0,Outlet
55,56,Walmart,1185732,4/26/2020,Northeast,New York,New York,Women's Apparel,70.0,0.0,700000.0,175000.0,25.0,Outlet
56,57,Walmart,1185732,4/27/2020,Northeast,New York,New York,Men's Street Footwear,65.0,0.0,747500.0,373750.0,50.0,Outlet
57,58,Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,55.0,975.0,536250.0,160875.0,30.0,Outlet
58,59,Walmart,1185732,4/29/2020,Northeast,New York,New York,Women's Street Footwear,55.0,920.0,506000.0,177100.0,35.0,Outlet
59,60,Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,55.0,900.0,495000.0,173250.0,35.0,Outlet
60,61,Walmart,1185732,5/1/2020,Northeast,New York,New York,Men's Apparel,65.0,875.0,568750.0,170625.0,30.0,Outlet
61,62,Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,70.0,975.0,682500.0,170625.0,25.0,Outlet
62,63,Walmart,1185732,5/3/2020,Northeast,New York,New York,Men's Street Footwear,65.0,0.0,780000.0,390000.0,50.0,Outlet
63,64,Walmart,1185732,5/4/2020,Northeast,New York,New York,Men's Athletic Footwear,55.0,0.0,550000.0,165000.0,30.0,Outlet
64,65,Walmart,1185732,5/5/2020,Northeast,New York,New York,Women's Street Footwear,55.0,950.0,522500.0,182875.0,35.0,Outlet
65,66,Walmart,1185732,5/6/2020,Northeast,New York,New York,Women's Athletic Footwear,55.0,900.0,495000.0,173250.0,35.0,Outlet
66,67,Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,65.0,900.0,585000.0,175500.0,30.0,Outlet
67,68,Walmart,1185732,7/18/2020,Northeast,New York,New York,Women's Apparel,70.0,0.0,700000.0,175000.0,25.0,Outlet
68,69,Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,25.0,900.0,225000.0,78750.0,35.0,Outlet
69,70,Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,35.0,900.0,315000.0,110250.0,35.0,Outlet
70,71,Sports Direct,1197831,7/21/2020,Northeast,New York,New York,Women's Street Footwear,35.0,700.0,245000.0,85750.0,35.0,Outlet
71,72,Sports Direct,1197831,7/22/2020,Northeast,New York,New York,Women's Athletic Footwear,35.0,700.0,245000.0,110250.0,45.0,Outlet
72,73,Sports Direct,1197831,7/23/2020,South,Texas,Houston,Men's Apparel,40.0,550.0,220000.0,66000.0,30.0,Outlet
73,74,Sports Direct,1197831,7/24/2020,South,Texas,Houston,Women's Apparel,35.0,700.0,245000.0,122500.0,50.0,Outlet
74,75,Sports Direct,1197831,7/25/2020,South,Texas,Houston,Men's Street Footwear,25.0,850.0,212500.0,74375.0,35.0,Outlet
75,76,Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,35.0,850.0,297500.0,104125.0,35.0,Outlet
76,77,Sports Direct,1197831,7/27/2020,South,Texas,Houston,Women's Street Footwear,35.0,675.0,236250.0,82688.0,35.0,Outlet
77,78,Sports Direct,1197831,7/28/2020,South,Texas,Houston,Women's Athletic Footwear,35.0,625.0,218750.0,98438.0,45.0,Outlet
78,79,Sports Direct,1197831,7/29/2020,South,Texas,Houston,Men's Apparel,40.0,500.0,200000.0,60000.0,30.0,Outlet
79,80,Sports Direct,1197831,7/30/2020,South,Texas,Houston,Women's Apparel,35.0,700.0,245000.0,122500.0,50.0,Outlet
80,81,Sports Direct,1197831,7/31/2020,South,Texas,Houston,Men's Street Footwear,30.0,875.0,262500.0,91875.0,35.0,Outlet
81,82,Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,40.0,875.0,350000.0,122500.0,35.0,Outlet
82,83,Sports Direct,1197831,8/2/2020,South,Texas,Houston,Women's Street Footwear,35.0,700.0,245000.0,85750.0,35.0,Outlet
83,84,Sports Direct,1197831,8/3/2020,South,Texas,Houston,Women's Athletic Footwear,40.0,600.0,240000.0,108000.0,45.0,Outlet
84,85,Sports Direct,1197831,8/4/2020,South,Texas,Houston,Men's Apparel,45.0,500.0,225000.0,67500.0,30.0,Outlet
85,86,Sports Direct,1197831,8/5/2020,South,Texas,Houston,Women's Apparel,40.0,650.0,260000.0,130000.0,50.0,Outlet
86,87,Sports Direct,1197831,8/6/2020,South,Texas,Houston,Men's Street Footwear,30.0,900.0,270000.0,94500.0,35.0,Outlet
87,88,Sports Direct,1197831,8/7/2020,South,Texas,Houston,Men's Athletic Footwear,40.0,900.0,360000.0,126000.0,35.0,Outlet
88,89,Sports Direct,1197831,8/8/2020,South,Texas,Houston,Women's Street Footwear,35.0,725.0,253750.0,88813.0,35.0,Outlet
89,90,Sports Direct,1197831,8/9/2020,South,Texas,Houston,Women's Athletic Footwear,40.0,625.0,250000.0,112500.0,45.0,Outlet
90,91,Walmart,1197831,8/10/2020,South,Texas,Houston,Men's Apparel,45.0,525.0,236250.0,70875.0,30.0,Outlet
91,92,Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,40.0,800.0,320000.0,160000.0,50.0,Outlet
92,93,Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,30.0,925.0,277500.0,97125.0,35.0,Outlet
93,94,Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,40.0,925.0,370000.0,129500.0,35.0,Outlet
94,95,Walmart,1197831,8/14/2020,South,Texas,Houston,Women's Street Footwear,35.0,775.0,271250.0,94938.0,35.0,Outlet
95,96,Walmart,1197831,8/15/2020,South,Texas,Houston,Women's Athletic Footwear,40.0,700.0,280000.0,126000.0,45.0,Outlet
96,97,Walmart,1197831,8/16/2020,South,Texas,Houston,Men's Apparel,45.0,600.0,270000.0,81000.0,30.0,Outlet
97,98,Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,40.0,950.0,380000.0,190000.0,50.0,Outlet
98,99,Walmart,1197831,8/18/2020,South,Texas,Houston,Men's Street Footwear,40.0,950.0,380000.0,133000.0,35.0,Outlet
99,100,Walmart,1197831,8/19/2020,South,Texas,Houston,Men's Athletic Footwear,45.0,950.0,427500.0,149625.0,35.0,Outlet
100,101,Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,40.0,800.0,320000.0,112000.0,35.0,Outlet
101,102,Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,40.0,750.0,300000.0,135000.0,45.0,Outlet
102,103,Walmart,1197831,8/22/2020,South,Texas,Houston,Men's Apparel,45.0,650.0,292500.0,87750.0,30.0,Outlet
103,104,Walmart,1197831,8/23/2020,South,Texas,Houston,Women's Apparel,50.0,0.0,500000.0,250000.0,50.0,Outlet
104,105,Walmart,1197831,8/24/2020,South,Texas,Houston,Men's Street Footwear,40.0,950.0,380000.0,133000.0,35.0,Outlet
105,106,Walmart,1197831,8/25/2020,South,Texas,Houston,Men's Athletic Footwear,45.0,950.0,427500.0,149625.0,35.0,Outlet
106,107,Walmart,1197831,8/26/2020,South,Texas,Houston,Women's Street Footwear,40.0,0.0,440000.0,154000.0,35.0,Outlet
107,108,Walmart,1197831,8/27/2020,South,Texas,Houston,Women's Athletic Footwear,40.0,700.0,280000.0,126000.0,45.0,Outlet
108,109,Walmart,1197831,8/28/2020,South,Texas,Houston,Men's Apparel,45.0,700.0,315000.0,94500.0,30.0,Outlet
109,110,Walmart,1197831,8/29/2020,South,Texas,Houston,Women's Apparel,50.0,975.0,487500.0,243750.0,50.0,Outlet
110,111,Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,40.0,925.0,370000.0,129500.0,35.0,Outlet
111,112,Walmart,1197831,8/31/2020,South,Texas,Houston,Men's Athletic Footwear,45.0,925.0,416250.0,145688.0,35.0,Outlet
112,113,Walmart,1197831,9/1/2020,South,Texas,Houston,Women's Street Footwear,40.0,0.0,440000.0,154000.0,35.0,Outlet
113,114,Walmart,1197831,9/2/2020,South,Texas,Houston,Women's Athletic Footwear,40.0,650.0,260000.0,117000.0,45.0,Outlet
114,115,Walmart,1197831,9/3/2020,South,Texas,Houston,Men's Apparel,45.0,650.0,292500.0,87750.0,30.0,Outlet
115,116,Walmart,1197831,9/4/2020,South,Texas,Houston,Women's Apparel,50.0,900.0,450000.0,225000.0,50.0,Outlet
116,117,Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,45.0,850.0,382500.0,133875.0,35.0,Outlet
117,118,Walmart,1197831,9/6/2020,South,Texas,Houston,Men's Athletic Footwear,45.0,850.0,382500.0,133875.0,35.0,Outlet
118,119,Walmart,1197831,9/7/2020,South,Texas,Houston,Women's Street Footwear,50.0,900.0,450000.0,157500.0,35.0,Outlet
119,120,Walmart,1197831,9/8/2020,South,Texas,Houston,Women's Athletic Footwear,50.0,625.0,312500.0,140625.0,45.0,Outlet
120,121,Walmart,1197831,9/9/2020,South,Texas,Houston,Men's Apparel,45.0,625.0,281250.0,84375.0,30.0,Outlet
121,122,Walmart,1197831,9/10/2020,South,Texas,Houston,Women's Apparel,55.0,850.0,467500.0,233750.0,50.0,Outlet
122,123,Walmart,1197831,9/11/2020,South,Texas,Houston,Men's Street Footwear,45.0,800.0,360000.0,126000.0,35.0,Outlet
123,124,Walmart,1197831,9/12/2020,South,Texas,Houston,Men's Athletic Footwear,45.0,800.0,360000.0,126000.0,35.0,Outlet
124,125,Walmart,1197831,9/13/2020,South,Texas,Houston,Women's Street Footwear,50.0,750.0,375000.0,131250.0,35.0,Outlet
125,126,Walmart,1197831,9/14/2020,South,Texas,Houston,Women's Athletic Footwear,50.0,600.0,300000.0,135000.0,45.0,Outlet
126,127,Walmart,1197831,9/15/2020,South,Texas,Houston,Men's Apparel,45.0,575.0,258750.0,77625.0,30.0,Outlet
127,128,Walmart,1197831,9/16/2020,South,Texas,Houston,Women's Apparel,55.0,750.0,412500.0,206250.0,50.0,Outlet
128,129,Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,45.0,900.0,405000.0,141750.0,35.0,Outlet
129,130,Walmart,1197831,10/21/2020,South,Texas,Houston,Men's Athletic Footwear,45.0,900.0,405000.0,141750.0,35.0,Outlet
130,131,Walmart,1197831,10/22/2020,South,Texas,Houston,Women's Street Footwear,50.0,825.0,412500.0,144375.0,35.0,Outlet
131,132,Walmart,1197831,10/23/2020,South,Texas,Houston,Women's Athletic Footwear,50.0,675.0,337500.0,151875.0,45.0,Outlet
132,133,Walmart,1197831,10/24/2020,South,Texas,Houston,Men's Apparel,45.0,650.0,292500.0,87750.0,30.0,Outlet
133,134,Walmart,1197831,10/25/2020,South,Texas,Houston,Women's Apparel,55.0,850.0,467500.0,233750.0,50.0,Outlet
134,135,Walmart,1197831,10/26/2020,South,Texas,Houston,Men's Street Footwear,45.0,950.0,427500.0,149625.0,35.0,Outlet
135,136,Walmart,1197831,10/27/2020,South,Texas,Houston,Men's Athletic Footwear,45.0,950.0,427500.0,149625.0,35.0,Outlet
136,137,Walmart,1197831,10/28/2020,South,Texas,Houston,Women's Street Footwear,50.0,850.0,425000.0,148750.0,35.0,Outlet
137,138,Walmart,1197831,10/29/2020,South,Texas,Houston,Women's Athletic Footwear,50.0,700.0,350000.0,157500.0,45.0,Outlet
138,139,Walmart,1197831,10/30/2020,South,Texas,Houston,Men's Apparel,45.0,650.0,292500.0,87750.0,30.0,Outlet
139,140,Walmart,1197831,10/31/2020,South,Texas,Houston,Women's Apparel,55.0,900.0,495000.0,247500.0,50.0,Outlet
140,141,West Gear,1128299,11/1/2020,South,Texas,Houston,Men's Street Footwear,40.0,775.0,310000.0,108500.0,35.0,Outlet
141,142,West Gear,1128299,11/2/2020,South,Texas,Houston,Men's Athletic Footwear,50.0,775.0,387500.0,77500.0,20.0,Outlet
142,143,West Gear,1128299,11/3/2020,South,Texas,Houston,Women's Street Footwear,50.0,775.0,387500.0,135625.0,35.0,Outlet
143,144,West Gear,1128299,11/4/2020,South,Texas,Houston,Women's Athletic Footwear,50.0,625.0,312500.0,93750.0,30.0,Outlet
144,145,West Gear,1128299,11/5/2020,West,California,San Francisco,Men's Apparel,55.0,575.0,316250.0,158125.0,50.0,Outlet
145,146,West Gear,1128299,11/6/2020,West,California,San Francisco,Women's Apparel,50.0,775.0,387500.0,58125.0,15.0,Outlet
146,147,West Gear,1128299,11/7/2020,West,California,San Francisco,Men's Street Footwear,40.0,825.0,330000.0,115500.0,35.0,Outlet
147,148,West Gear,1128299,11/8/2020,West,California,San Francisco,Men's Athletic Footwear,50.0,725.0,362500.0,72500.0,20.0,Outlet
148,149,West Gear,1128299,11/9/2020,West,California,San Francisco,Women's Street Footwear,50.0,725.0,362500.0,126875.0,35.0,Outlet
149,150,West Gear,1128299,11/10/2020,West,California,San Francisco,Women's Athletic Footwear,50.0,575.0,287500.0,86250.0,30.0,Outlet
150,151,West Gear,1128299,11/11/2020,West,California,San Francisco,Men's Apparel,55.0,500.0,275000.0,137500.0,50.0,Outlet
151,152,West Gear,1128299,11/12/2020,West,California,San Francisco,Women's Apparel,50.0,700.0,350000.0,52500.0,15.0,Outlet
152,153,West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,50.0,850.0,425000.0,148750.0,35.0,Outlet
153,154,West Gear,1128299,11/14/2020,West,California,San Francisco,Men's Athletic Footwear,60.0,700.0,420000.0,84000.0,20.0,Outlet
154,155,West Gear,1128299,11/15/2020,West,California,San Francisco,Women's Street Footwear,60.0,700.0,420000.0,147000.0,35.0,Outlet
155,156,West Gear,1128299,12/22/2020,West,California,San Francisco,Women's Athletic Footwear,60.0,600.0,360000.0,108000.0,30.0,Outlet
156,157,West Gear,1128299,12/23/2020,West,California,San Francisco,Men's Apparel,65.0,500.0,325000.0,162500.0,50.0,Outlet
157,158,West Gear,1128299,12/24/2020,West,California,San Francisco,Women's Apparel,60.0,700.0,420000.0,63000.0,15.0,Outlet
158,159,West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,60.0,875.0,525000.0,183750.0,35.0,Outlet
159,160,West Gear,1128299,12/26/2020,West,California,San Francisco,Men's Athletic Footwear,65.0,675.0,438750.0,87750.0,20.0,Outlet
160,161,West Gear,1128299,12/27/2020,West,California,San Francisco,Women's Street Footwear,65.0,725.0,471250.0,164938.0,35.0,Outlet
161,162,West Gear,1128299,12/28/2020,West,California,San Francisco,Women's Athletic Footwear,60.0,625.0,375000.0,112500.0,30.0,Outlet
162,163,West Gear,1128299,12/29/2020,West,California,San Francisco,Men's Apparel,65.0,525.0,341250.0,170625.0,50.0,Outlet
163,164,West Gear,1128299,12/30/2020,West,California,San Francisco,Women's Apparel,80.0,700.0,560000.0,84000.0,15.0,Outlet
164,165,West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,60.0,900.0,540000.0,216000.0,40.0,Outlet
165,166,West Gear,1128299,1/1/2021,West,California,San Francisco,Men's Athletic Footwear,65.0,750.0,487500.0,121875.0,25.0,Outlet
166,167,West Gear,1128299,1/2/2021,West,California,San Francisco,Women's Street Footwear,65.0,750.0,487500.0,195000.0,40.0,Outlet
167,168,West Gear,1128299,1/3/2021,West,California,San Francisco,Women's Athletic Footwear,60.0,650.0,390000.0,136500.0,35.0,Outlet
168,169,West Gear,1128299,1/4/2021,West,California,San Francisco,Men's Apparel,65.0,550.0,357500.0,196625.0,55.0,Outlet
169,170,West Gear,1128299,1/5/2021,West,California,San Francisco,Women's Apparel,80.0,725.0,580000.0,116000.0,20.0,Outlet
170,171,West Gear,1128299,1/6/2021,West,California,San Francisco,Men's Street Footwear,60.0,975.0,585000.0,234000.0,40.0,Outlet
171,172,West Gear,1128299,1/7/2021,West,California,San Francisco,Men's Athletic Footwear,65.0,825.0,536250.0,134063.0,25.0,Outlet
172,173,West Gear,1128299,1/8/2021,West,California,San Francisco,Women's Street Footwear,65.0,825.0,536250.0,214500.0,40.0,Outlet
173,174,West Gear,1128299,1/9/2021,West,California,San Francisco,Women's Athletic Footwear,60.0,700.0,420000.0,147000.0,35.0,Outlet
174,175,West Gear,1128299,1/10/2021,West,California,San Francisco,Men's Apparel,65.0,575.0,373750.0,205563.0,55.0,Outlet
175,176,West Gear,1128299,1/11/2021,West,California,San Francisco,Women's Apparel,80.0,875.0,700000.0,140000.0,20.0,Outlet
176,177,West Gear,1128299,1/12/2021,West,California,San Francisco,Men's Street Footwear,60.0,0.0,615000.0,215250.0,35.0,Outlet
177,178,West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,65.0,875.0,568750.0,113750.0,20.0,Outlet
178,179,West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,65.0,825.0,536250.0,187688.0,35.0,Outlet
179,180,West Gear,1128299,1/15/2021,West,California,San Francisco,Women's Athletic Footwear,60.0,725.0,435000.0,130500.0,30.0,Outlet
180,181,West Gear,1128299,1/16/2021,West,California,San Francisco,Men's Apparel,65.0,775.0,503750.0,251875.0,50.0,Outlet
181,182,West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,80.0,775.0,620000.0,93000.0,15.0,Outlet
182,183,West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,65.0,975.0,633750.0,221813.0,35.0,Outlet
183,184,West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,70.0,925.0,647500.0,129500.0,20.0,Outlet
184,185,West Gear,1128299,1/20/2021,West,California,San Francisco,Women's Street Footwear,65.0,800.0,520000.0,182000.0,35.0,Outlet
185,186,West Gear,1128299,1/21/2021,West,California,San Francisco,Women's Athletic Footwear,65.0,750.0,487500.0,146250.0,30.0,Outlet
186,187,West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,75.0,750.0,562500.0,281250.0,50.0,Outlet
187,188,West Gear,1128299,1/23/2021,West,California,San Francisco,Women's Apparel,80.0,725.0,580000.0,87000.0,15.0,Outlet
188,189,West Gear,1128299,1/24/2021,West,California,San Francisco,Men's Street Footwear,55.0,925.0,508750.0,152625.0,30.0,Outlet
189,190,West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,60.0,925.0,555000.0,83250.0,15.0,Outlet
190,191,West Gear,1128299,1/26/2021,West,California,San Francisco,Women's Street Footwear,55.0,775.0,426250.0,127875.0,30.0,Outlet
191,192,West Gear,1128299,1/27/2021,West,California,San Francisco,Women's Athletic Footwear,55.0,725.0,398750.0,99688.0,25.0,Outlet
192,193,West Gear,1128299,1/28/2021,West,California,San Francisco,Men's Apparel,65.0,725.0,471250.0,212063.0,45.0,Outlet
193,194,West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,70.0,775.0,542500.0,54250.0,10.0,Outlet
194,195,West Gear,1128299,1/30/2021,West,California,San Francisco,Men's Street Footwear,55.0,875.0,481250.0,144375.0,30.0,Outlet
195,196,West Gear,1128299,1/31/2021,West,California,San Francisco,Men's Athletic Footwear,60.0,875.0,525000.0,78750.0,15.0,Outlet
196,197,West Gear,1128299,2/1/2021,West,California,San Francisco,Women's Street Footwear,55.0,700.0,385000.0,115500.0,30.0,Outlet
197,198,West Gear,1128299,2/2/2021,West,California,San Francisco,Women's Athletic Footwear,55.0,675.0,371250.0,92813.0,25.0,Outlet
198,199,West Gear,1128299,2/3/2021,West,California,San Francisco,Men's Apparel,65.0,650.0,422500.0,190125.0,45.0,Outlet
199,200,West Gear,1128299,2/4/2021,West,California,San Francisco,Women's Apparel,70.0,700.0,490000.0,49000.0,10.0,Outlet
200,201,West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,55.0,875.0,481250.0,144375.0,30.0,Outlet
201,202,West Gear,1128299,2/6/2021,West,California,San Francisco,Men's Athletic Footwear,60.0,875.0,525000.0,78750.0,15.0,Outlet
202,203,West Gear,1128299,2/7/2021,West,California,San Francisco,Women's Street Footwear,55.0,725.0,398750.0,119625.0,30.0,Outlet
